2020-12-18 14:28:00,382 192.168.50.1 [background-preinit] INFO  [org.hibernate.validator.internal.util.Version] Version.java:21 - HV000001: Hibernate Validator 6.1.5.Final
2020-12-18 14:47:01,760 192.168.50.1 [background-preinit] INFO  [org.hibernate.validator.internal.util.Version] Version.java:21 - HV000001: Hibernate Validator 6.1.5.Final
2020-12-18 14:47:03,804 192.168.50.1 [main] INFO  [c.j.m.eurekaclient2.EurekaClient2Application] SpringApplication.java:655 - The following profiles are active: dev
2020-12-18 14:47:04,810 192.168.50.1 [main] INFO  [o.springframework.cloud.context.scope.GenericScope] GenericScope.java:295 - BeanFactory id=769ea0f9-919d-3c2d-8685-91084d9e5cc5
2020-12-18 14:47:05,218 192.168.50.1 [main] WARN  [io.undertow.websockets.jsr] Bootstrap.java:68 - UT026010: Buffer pool was not set on WebSocketDeploymentInfo, the default pool will be used
2020-12-18 14:47:05,258 192.168.50.1 [main] INFO  [io.undertow.servlet] ServletContextImpl.java:364 - Initializing Spring embedded WebApplicationContext
2020-12-18 14:47:05,258 192.168.50.1 [main] INFO  [o.s.b.w.s.c.ServletWebServerApplicationContext] ServletWebServerApplicationContext.java:285 - Root WebApplicationContext: initialization completed in 1424 ms
2020-12-18 14:47:05,568 192.168.50.1 [main] INFO  [com.zaxxer.hikari.HikariDataSource] HikariDataSource.java:110 - gxHikari - Starting...
2020-12-18 14:47:05,818 192.168.50.1 [main] INFO  [com.zaxxer.hikari.pool.PoolBase] PoolBase.java:535 - gxHikari - Driver does not support get/set network timeout for connections. (oracle.jdbc.driver.T4CConnection.getNetworkTimeout()I)
2020-12-18 14:47:05,918 192.168.50.1 [main] INFO  [com.zaxxer.hikari.HikariDataSource] HikariDataSource.java:123 - gxHikari - Start completed.
2020-12-18 14:47:06,205 192.168.50.1 [main] WARN  [com.netflix.config.sources.URLConfigurationSource] URLConfigurationSource.java:121 - No URLs will be polled as dynamic configuration sources.
2020-12-18 14:47:06,205 192.168.50.1 [main] INFO  [com.netflix.config.sources.URLConfigurationSource] URLConfigurationSource.java:122 - To enable URLs as dynamic configuration sources, define System property archaius.configurationSource.additionalUrls or make config.properties available on classpath.
2020-12-18 14:47:06,215 192.168.50.1 [main] WARN  [com.netflix.config.sources.URLConfigurationSource] URLConfigurationSource.java:121 - No URLs will be polled as dynamic configuration sources.
2020-12-18 14:47:06,215 192.168.50.1 [main] INFO  [com.netflix.config.sources.URLConfigurationSource] URLConfigurationSource.java:122 - To enable URLs as dynamic configuration sources, define System property archaius.configurationSource.additionalUrls or make config.properties available on classpath.
2020-12-18 14:47:06,385 192.168.50.1 [main] INFO  [o.s.scheduling.concurrent.ThreadPoolTaskExecutor] ExecutorConfigurationSupport.java:181 - Initializing ExecutorService 'applicationTaskExecutor'
2020-12-18 14:47:08,017 192.168.50.1 [main] INFO  [o.s.c.n.e.c.DiscoveryClientOptionalArgsConfiguration] DiscoveryClientOptionalArgsConfiguration.java:78 - Eureka HTTP Client uses Jersey
2020-12-18 14:47:09,528 192.168.50.1 [main] WARN  [o.s.c.l.c.BlockingLoadBalancerClientAutoConfiguration$BlockingLoadBalancerClientRibbonWarnLogger] BlockingLoadBalancerClientAutoConfiguration.java:86 - You already have RibbonLoadBalancerClient on your classpath. It will be used by default. As Spring Cloud Ribbon is in maintenance mode. We recommend switching to BlockingLoadBalancerClient instead. In order to use it, set the value of `spring.cloud.loadbalancer.ribbon.enabled` to `false` or remove spring-cloud-starter-netflix-ribbon from your project.
2020-12-18 14:47:09,628 192.168.50.1 [main] INFO  [o.s.cloud.netflix.eureka.InstanceInfoFactory] InstanceInfoFactory.java:72 - Setting initial instance status as: STARTING
2020-12-18 14:47:09,688 192.168.50.1 [main] INFO  [com.netflix.discovery.DiscoveryClient] DiscoveryClient.java:371 - Initializing Eureka in region us-east-1
2020-12-18 14:47:09,918 192.168.50.1 [main] INFO  [c.n.discovery.provider.DiscoveryJerseyProvider] DiscoveryJerseyProvider.java:70 - Using JSON encoding codec LegacyJacksonJson
2020-12-18 14:47:09,918 192.168.50.1 [main] INFO  [c.n.discovery.provider.DiscoveryJerseyProvider] DiscoveryJerseyProvider.java:71 - Using JSON decoding codec LegacyJacksonJson
2020-12-18 14:47:10,080 192.168.50.1 [main] INFO  [c.n.discovery.provider.DiscoveryJerseyProvider] DiscoveryJerseyProvider.java:80 - Using XML encoding codec XStreamXml
2020-12-18 14:47:10,080 192.168.50.1 [main] INFO  [c.n.discovery.provider.DiscoveryJerseyProvider] DiscoveryJerseyProvider.java:81 - Using XML decoding codec XStreamXml
2020-12-18 14:47:10,453 192.168.50.1 [main] INFO  [c.n.d.shared.resolver.aws.ConfigClusterResolver] ConfigClusterResolver.java:43 - Resolving eureka endpoints via configuration
2020-12-18 14:47:11,425 192.168.50.1 [main] INFO  [com.netflix.discovery.DiscoveryClient] DiscoveryClient.java:1004 - Disable delta property : false
2020-12-18 14:47:11,425 192.168.50.1 [main] INFO  [com.netflix.discovery.DiscoveryClient] DiscoveryClient.java:1005 - Single vip registry refresh property : null
2020-12-18 14:47:11,425 192.168.50.1 [main] INFO  [com.netflix.discovery.DiscoveryClient] DiscoveryClient.java:1006 - Force full registry fetch : false
2020-12-18 14:47:11,425 192.168.50.1 [main] INFO  [com.netflix.discovery.DiscoveryClient] DiscoveryClient.java:1007 - Application is null : false
2020-12-18 14:47:11,425 192.168.50.1 [main] INFO  [com.netflix.discovery.DiscoveryClient] DiscoveryClient.java:1008 - Registered Applications size is zero : true
2020-12-18 14:47:11,425 192.168.50.1 [main] INFO  [com.netflix.discovery.DiscoveryClient] DiscoveryClient.java:1010 - Application version is -1: true
2020-12-18 14:47:11,425 192.168.50.1 [main] INFO  [com.netflix.discovery.DiscoveryClient] DiscoveryClient.java:1093 - Getting all instance registry info from the eureka server
2020-12-18 14:47:11,755 192.168.50.1 [main] INFO  [com.netflix.discovery.DiscoveryClient] DiscoveryClient.java:1102 - The response status is 200
2020-12-18 14:47:11,765 192.168.50.1 [main] INFO  [com.netflix.discovery.DiscoveryClient] DiscoveryClient.java:1317 - Starting heartbeat executor: renew interval is: 30
2020-12-18 14:47:11,765 192.168.50.1 [main] INFO  [com.netflix.discovery.InstanceInfoReplicator] InstanceInfoReplicator.java:60 - InstanceInfoReplicator onDemand update allowed rate per min is 4
2020-12-18 14:47:11,775 192.168.50.1 [main] INFO  [com.netflix.discovery.DiscoveryClient] DiscoveryClient.java:491 - Discovery Client initialized at timestamp 1608274031775 with initial instances count: 2
2020-12-18 14:47:11,775 192.168.50.1 [main] INFO  [o.s.c.n.e.serviceregistry.EurekaServiceRegistry] EurekaServiceRegistry.java:41 - Registering application EUREKA-CLIENT2 with eureka with status UP
2020-12-18 14:47:11,775 192.168.50.1 [main] INFO  [com.netflix.discovery.DiscoveryClient] DiscoveryClient.java:1353 - Saw local status change event StatusChangeEvent [timestamp=1608274031775, current=UP, previous=STARTING]
2020-12-18 14:47:11,775 192.168.50.1 [DiscoveryClient-InstanceInfoReplicator-0] INFO  [com.netflix.discovery.DiscoveryClient] DiscoveryClient.java:870 - DiscoveryClient_EUREKA-CLIENT2/JINHAI:eureka-client2:1045: registering service...
2020-12-18 14:47:11,795 192.168.50.1 [main] INFO  [io.undertow] Undertow.java:117 - starting server: Undertow - 2.1.4.Final
2020-12-18 14:47:11,805 192.168.50.1 [main] INFO  [org.xnio] Xnio.java:95 - XNIO version 3.8.0.Final
2020-12-18 14:47:11,815 192.168.50.1 [main] INFO  [org.xnio.nio] NioXnio.java:59 - XNIO NIO Implementation Version 3.8.0.Final
2020-12-18 14:47:11,835 192.168.50.1 [DiscoveryClient-InstanceInfoReplicator-0] INFO  [com.netflix.discovery.DiscoveryClient] DiscoveryClient.java:879 - DiscoveryClient_EUREKA-CLIENT2/JINHAI:eureka-client2:1045 - registration status: 204
2020-12-18 14:47:11,885 192.168.50.1 [main] INFO  [org.jboss.threads] Version.java:52 - JBoss Threads version 3.1.0.Final
2020-12-18 14:47:11,932 192.168.50.1 [main] INFO  [o.s.boot.web.embedded.undertow.UndertowWebServer] UndertowWebServer.java:133 - Undertow started on port(s) 1045 (http)
2020-12-18 14:47:11,933 192.168.50.1 [main] INFO  [o.s.c.n.e.s.EurekaAutoServiceRegistration] EurekaAutoServiceRegistration.java:145 - Updating port to 1045
2020-12-18 14:47:13,561 192.168.50.1 [main] INFO  [c.j.m.eurekaclient2.EurekaClient2Application] StartupInfoLogger.java:61 - Started EurekaClient2Application in 13.937 seconds (JVM running for 18.106)
2020-12-18 14:50:17,675 192.168.50.1 [XNIO-1 task-1] INFO  [io.undertow.servlet] ServletContextImpl.java:364 - Initializing Spring DispatcherServlet 'dispatcherServlet'
2020-12-18 14:50:17,677 192.168.50.1 [XNIO-1 task-1] INFO  [org.springframework.web.servlet.DispatcherServlet] FrameworkServlet.java:525 - Initializing Servlet 'dispatcherServlet'
2020-12-18 14:50:17,686 192.168.50.1 [XNIO-1 task-1] INFO  [org.springframework.web.servlet.DispatcherServlet] FrameworkServlet.java:547 - Completed initialization in 9 ms
2020-12-18 14:50:18,838 192.168.50.1 [XNIO-1 task-1] DEBUG [c.j.m.e.mapper.GxQxfwjkMapper.selectOne] BaseJdbcLogger.java:143 - ==>  Preparing: SELECT id,servicecode,pqxdm,pqxmc,qxdm,qxmc,fwzt,qqqssj,qqjssj,bz FROM gx_qxfw_jk WHERE QXDM = ? 
2020-12-18 14:50:18,909 192.168.50.1 [XNIO-1 task-1] DEBUG [c.j.m.e.mapper.GxQxfwjkMapper.selectOne] BaseJdbcLogger.java:143 - ==> Parameters: e53882b8-f7c9-4763-8027-7a43c3398a87(String)
2020-12-18 14:50:18,943 192.168.50.1 [XNIO-1 task-1] DEBUG [c.j.m.e.mapper.GxQxfwjkMapper.selectOne] BaseJdbcLogger.java:143 - <==      Total: 0
2020-12-18 14:52:11,434 192.168.50.1 [AsyncResolver-bootstrap-executor-0] INFO  [c.n.d.shared.resolver.aws.ConfigClusterResolver] ConfigClusterResolver.java:43 - Resolving eureka endpoints via configuration
2020-12-18 14:53:40,993 192.168.50.1 [XNIO-1 task-1] DEBUG [c.j.m.e.mapper.GxQxfwjkMapper.selectOne] BaseJdbcLogger.java:143 - ==>  Preparing: SELECT id,servicecode,pqxdm,pqxmc,qxdm,qxmc,fwzt,qqqssj,qqjssj,bz FROM gx_qxfw_jk WHERE QXDM = ? 
2020-12-18 14:53:40,995 192.168.50.1 [XNIO-1 task-1] DEBUG [c.j.m.e.mapper.GxQxfwjkMapper.selectOne] BaseJdbcLogger.java:143 - ==> Parameters: 793f0d48-160a-4fef-a38b-123e3fe1f778(String)
2020-12-18 14:53:40,998 192.168.50.1 [XNIO-1 task-1] DEBUG [c.j.m.e.mapper.GxQxfwjkMapper.selectOne] BaseJdbcLogger.java:143 - <==      Total: 0
2020-12-18 14:57:11,441 192.168.50.1 [AsyncResolver-bootstrap-executor-0] INFO  [c.n.d.shared.resolver.aws.ConfigClusterResolver] ConfigClusterResolver.java:43 - Resolving eureka endpoints via configuration
2020-12-18 15:02:11,452 192.168.50.1 [AsyncResolver-bootstrap-executor-0] INFO  [c.n.d.shared.resolver.aws.ConfigClusterResolver] ConfigClusterResolver.java:43 - Resolving eureka endpoints via configuration
2020-12-18 15:07:11,458 192.168.50.1 [AsyncResolver-bootstrap-executor-0] INFO  [c.n.d.shared.resolver.aws.ConfigClusterResolver] ConfigClusterResolver.java:43 - Resolving eureka endpoints via configuration
2020-12-18 15:08:52,342 192.168.50.1 [XNIO-1 task-1] DEBUG [c.j.m.e.mapper.GxQxfwjkMapper.selectOne] BaseJdbcLogger.java:143 - ==>  Preparing: SELECT id,servicecode,pqxdm,pqxmc,qxdm,qxmc,fwzt,qqqssj,qqjssj,bz FROM gx_qxfw_jk WHERE QXDM = ? 
2020-12-18 15:08:52,346 192.168.50.1 [XNIO-1 task-1] DEBUG [c.j.m.e.mapper.GxQxfwjkMapper.selectOne] BaseJdbcLogger.java:143 - ==> Parameters: f385568d-5129-4a93-86a0-2af5d332021b(String)
2020-12-18 15:08:52,350 192.168.50.1 [XNIO-1 task-1] DEBUG [c.j.m.e.mapper.GxQxfwjkMapper.selectOne] BaseJdbcLogger.java:143 - <==      Total: 0
2020-12-18 15:12:11,460 192.168.50.1 [AsyncResolver-bootstrap-executor-0] INFO  [c.n.d.shared.resolver.aws.ConfigClusterResolver] ConfigClusterResolver.java:43 - Resolving eureka endpoints via configuration
2020-12-18 15:12:57,596 192.168.50.1 [background-preinit] INFO  [org.hibernate.validator.internal.util.Version] Version.java:21 - HV000001: Hibernate Validator 6.1.5.Final
2020-12-18 15:12:57,886 192.168.50.1 [es-writer-1] INFO  [es-logger] LoggerWriter.java:20 - {"index":{"_index":"elasticsearch-logs-test-2020-12-18","_type":"tester"}}
{"@timestamp":"2020-12-18T15:12:57.596+0800","message":"HV000001: Hibernate Validator 6.1.5.Final","host":"192.168.50.1","severity":"INFO","thread":"background-preinit","logger":"org.hibernate.validator.internal.util.Version"}

2020-12-18 15:12:59,556 192.168.50.1 [main] INFO  [c.j.m.eurekaclient2.EurekaClient2Application] SpringApplication.java:655 - The following profiles are active: dev
2020-12-18 15:12:59,816 192.168.50.1 [es-writer-2] INFO  [es-logger] LoggerWriter.java:20 - {"index":{"_index":"elasticsearch-logs-test-2020-12-18","_type":"tester"}}
{"@timestamp":"2020-12-18T15:12:59.556+0800","message":"The following profiles are active: dev","host":"192.168.50.1","severity":"INFO","thread":"main","logger":"com.jinhai.microservice.eurekaclient2.EurekaClient2Application"}

2020-12-18 15:13:00,458 192.168.50.1 [main] INFO  [o.springframework.cloud.context.scope.GenericScope] GenericScope.java:295 - BeanFactory id=769ea0f9-919d-3c2d-8685-91084d9e5cc5
2020-12-18 15:13:00,718 192.168.50.1 [es-writer-3] INFO  [es-logger] LoggerWriter.java:20 - {"index":{"_index":"elasticsearch-logs-test-2020-12-18","_type":"tester"}}
{"@timestamp":"2020-12-18T15:13:00.458+0800","message":"BeanFactory id=769ea0f9-919d-3c2d-8685-91084d9e5cc5","host":"192.168.50.1","severity":"INFO","thread":"main","logger":"org.springframework.cloud.context.scope.GenericScope"}

2020-12-18 15:13:00,838 192.168.50.1 [main] WARN  [io.undertow.websockets.jsr] Bootstrap.java:68 - UT026010: Buffer pool was not set on WebSocketDeploymentInfo, the default pool will be used
2020-12-18 15:13:00,878 192.168.50.1 [main] INFO  [io.undertow.servlet] ServletContextImpl.java:364 - Initializing Spring embedded WebApplicationContext
2020-12-18 15:13:00,878 192.168.50.1 [main] INFO  [o.s.b.w.s.c.ServletWebServerApplicationContext] ServletWebServerApplicationContext.java:285 - Root WebApplicationContext: initialization completed in 1302 ms
2020-12-18 15:13:00,976 192.168.50.1 [es-writer-3] INFO  [es-logger] LoggerWriter.java:20 - {"index":{"_index":"elasticsearch-logs-test-2020-12-18","_type":"tester"}}
